retriever,question,gold_answer,document,span,retrieved_context_ids,retrieved_context_texts,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,match,TP,FP,FN,entity_type,TN,precision,recall,f1
bge-large,What is the family name of F. Ralph?,,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",F. Ralph,"['TheMusicalTimes_1876-402.txt_p484', 'TheMusicalTimes_1876-402.txt_p498', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p109']","['Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, John Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus. D., Cantab., C. Steggall, Mus. D., Cantab., and the Principal.', 'Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus.', 'tis called “song,” but might be a duet, as Capell conjectures, but by thesubsequent marginal direction “AJ” it is more likely to have been achorus. Sir John has made it aduet. The manner in which he_ uses these marginal directions, “‘ Reply’’ and. ‘‘ All,” is the curious part of the story. The first word he has introduced in the shape of a demand, and makes one voice utter “Reply, reply, reply,” in such a form, according to the supposition of Capell.']",Ralph,NIL,person,,,0,0,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of P. Sainton?,,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",P. Sainton,"['TheMusicalTimes_1876-402.txt_p484', 'TheMusicalTimes_1876-402.txt_p498', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p109']","['Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, John Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus. D., Cantab., C. Steggall, Mus. D., Cantab., and the Principal.', 'Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus.', 'tis called “song,” but might be a duet, as Capell conjectures, but by thesubsequent marginal direction “AJ” it is more likely to have been achorus. Sir John has made it aduet. The manner in which he_ uses these marginal directions, “‘ Reply’’ and. ‘‘ All,” is the curious part of the story. The first word he has introduced in the shape of a demand, and makes one voice utter “Reply, reply, reply,” in such a form, according to the supposition of Capell.']",Sainton,NIL,person,,,0,0,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of A. White?,,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",A. White,"['TheMusicalTimes_1876-402.txt_p484', 'TheMusicalTimes_1876-402.txt_p498', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p758']","['Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, John Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus. D., Cantab., C. Steggall, Mus. D., Cantab., and the Principal.', 'Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus.', 'Sir George Smart Mr. Furstenau ist Coach _Dr. Kind soe Mr. Gosclien Mr. Kramer Mr. Burke mn 4 vd C. Kemble, Esq.']",White,NIL,person,,,0,0,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of SPINDLER?,,The Music adapted from SPINDLER’s HUSARENRITT by Louis Dien1.,SPINDLER,"['TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p213', 'DwightSJournalOfMusic_1873-016.txt_p189', 'TheMusicalWorld_1843-038.txt_p179']","['People are apt to quote “ the German school” as authority in these cases. Now, Sir, who and what constitute the German _.school of vocal music ?—~Graun, Haydn, and Mozart, of the elder time, and their masses and operas; Weber, Spohr, and Mayerbeer, and cum multis aliis of the present day. The former were all studious of melody, and if melody be not the property that has VOL. VIII. NO. XX1X.—~1826. _E', ""Tf is'at once an artist and a family Geaclschaft, Al of the Wieck and Schumann representatives are th: re, who chance fo beat hand. But the Amphytrien is our hero of the violin. who would insist upon the mountain's coming to Mahomet. We are a dozen all-told. Three generations of that musical family of Dresden represented. A"", 'A very pretty polonaise, arranged ably and effectively for the pianoforte. Who might have been Askoldort we are at a loss to say, but his abilities, as a poet, may be tested by the following striking couplet, which acts as motto to the polonaise before us :— Komckou uzr onepsi Ackomgoba Mouina.']",Spindler,NIL,person,,,0,0,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of Oakley?,,"Oakley, Esq., of Tavistock Place, and the late James Perry Esq.,. of the Morning Chronicle.",Oakley,"['TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p753', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p109', 'TheHarmonicon_1824-016.txt_p500']","['. In order to place the attendant facts i in their. tre ue light, a copy of the third circular from the Committee is subjoined : “© S1r—The Committee for conducting the funeral of the late Baron Von Weber beg leave to inform you, that the burial will take place at the Catholic Chapel, in Moorfields, on Wednesday next, the 2ist instant, and that the presence of every gentleman who wishes to attend as a mourner will be necessary, at the residence of Sir George Smart, No. 91, Great Portland Street, at half-past eight o’clock in the morning precisely, as the rules of the \x0c PUNERAL OF VON WEBER. | bn Catholic Chapel require that the body should be at the door exactly at eleveno’clock.', 'tis called “song,” but might be a duet, as Capell conjectures, but by thesubsequent marginal direction “AJ” it is more likely to have been achorus. Sir John has made it aduet. The manner in which he_ uses these marginal directions, “‘ Reply’’ and. ‘‘ All,” is the curious part of the story. The first word he has introduced in the shape of a demand, and makes one voice utter “Reply, reply, reply,” in such a form, according to the supposition of Capell.', 'Tn 1810 a public dinner was given, for the purpose of raising a sum of money to purchase an annuity for Mr. Dibdin, which produced 6407. The promoters of this liberal measure were Benj. Oakley, Esq., of Tavistock Place, and the late James Perry Esq.,. of the Morning Chronicle. Mr. D. generously refused to profit exclusively by the kindness of his friends, and the annuity was purchased for himself and daughter, conjointly.']",Oakley,NIL,person,,,0,0,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of T. Howell?,,"Original Instructions for the Violin, illustrated by Precepts and Examples, composed expressly for this Work, by T. Howell.. 507 XVI.",T. Howell,"['TheMusicalWorld_1843-038.txt_p84', 'DwightSJournalOfMusic_1873-016.txt_p189', 'TheMusicalWorld_1844-006.txt_p243']","['Tric.. .. Messrs. Seymour, C. Lucas, and Howell.. (Violin, Violoncello, and Double Bass).... Corelli.', ""Tf is'at once an artist and a family Geaclschaft, Al of the Wieck and Schumann representatives are th: re, who chance fo beat hand. But the Amphytrien is our hero of the violin. who would insist upon the mountain's coming to Mahomet. We are a dozen all-told. Three generations of that musical family of Dresden represented. A"", 'VIOLIN. now for the first time presented to the British Public as a complete work, with two Portraits of the Author, in one large folio VOLUME... . Lc eee eee ee eee eee fiir 6 The Doctor writes—I have carefully looked over the English edition of my ‘‘ Violin School,” published by Messrs. Cocks Co. and have no hesitation in recommending it as @ faithful copy of the original work.— London, Joly, 1843.—-LOUIS SPOHR. °’ 6 A SELECTION OF TWELVE GRAND CHORUSES BY HANDEL, newly arranged for the Organ, with Pedal Obligato—in one vol.']",Howell,NIL,person,,,0,0,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of Mr. G.?,,"Mr. G.’s ideas of tuition are however very correct, and his book will prove useful to masters.",Mr. G.,"['TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p213', 'TheMusicalTimes_1876-402.txt_p989', 'TheMusicalWorld_1844-006.txt_p55']","['People are apt to quote “ the German school” as authority in these cases. Now, Sir, who and what constitute the German _.school of vocal music ?—~Graun, Haydn, and Mozart, of the elder time, and their masses and operas; Weber, Spohr, and Mayerbeer, and cum multis aliis of the present day. The former were all studious of melody, and if melody be not the property that has VOL. VIII. NO. XX1X.—~1826. _E', '“* A clear explanation of elementary matters essential to a pianist.” Prof. G.A. MAcFARREN. “It cannot but prove a great help to all who teach music to beginners.”—Madame Sarnton-Dotsy. “I am‘ perfectly charmed with the book, and shall recommend it a$‘a duty.” Dr. Bennett Girpert. “I think so highly of it that I. would advise every student beginning music to study your book.""—F. B.', 'I will tell professors, that I hold a different opinion from them, and have therefore no grounds for conscientiously asserting that they are accomplished musicians, as a man unable to compose in all schools is only ix part a good musician. Bach, used to say, that the man only who had himself grappled with difficulties, was a fit person to teach others how to avoid them; nor is it to be presumed, that a man who cannot, himself, write in a good school of Counterpoint, can be able to instructor. It is expected that a scholar should have implicit confidence in his master; his example therefore, he follows; but I will dwell no longer on this point, for all who ¢hink, must think with me on thissubject.']",Girbert,NIL,person,,,0,0,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of Mr. Batchelor?,,"a concert was given at Brooke House by the choir of that establishment, assisted by members of the choir of St. Matthew’s Church, under the direction of Mr. Batchelor, the singing master at Brooke House.",Mr. Batchelor,"['TheMusicalTimes_1875-388.txt_p658', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p109', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p213']","['Criartron.—On Thursday the 13th ult. a concert was given at Brooke House by the choir of that establishment, assisted by members of the choir of St. Matthew’s Church, under the direction of Mr. Batchelor, the singing master at Brooke House. The programme comprised songs, duets, glees, and quartetts, which were exceedingly well performed. The solo singers were Mrs. Batchelor, Miss E. Thompson, Messrs. G. Eagleton, Hagan, F. O. Stevens, Wickes, and Master Moorley. ‘The: village choristers” (Moscheles) was sung in a spirited manner by the St. Matthew’s Choir. A word of praise is due to Mr. J. A. Jopp, the organist of St. Clement’s, Eastcheap, who presided at the pianoforte, and whose admirable solos, and accompanimentsto the singing, contributed much to the success of the entertainment.', 'tis called “song,” but might be a duet, as Capell conjectures, but by thesubsequent marginal direction “AJ” it is more likely to have been achorus. Sir John has made it aduet. The manner in which he_ uses these marginal directions, “‘ Reply’’ and. ‘‘ All,” is the curious part of the story. The first word he has introduced in the shape of a demand, and makes one voice utter “Reply, reply, reply,” in such a form, according to the supposition of Capell.', 'People are apt to quote “ the German school” as authority in these cases. Now, Sir, who and what constitute the German _.school of vocal music ?—~Graun, Haydn, and Mozart, of the elder time, and their masses and operas; Weber, Spohr, and Mayerbeer, and cum multis aliis of the present day. The former were all studious of melody, and if melody be not the property that has VOL. VIII. NO. XX1X.—~1826. _E']",Batchelor,NIL,person,Q4868723,Q4868723,1,1,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of Mr. Duncan Finvay?,,"Mr. Duncan Finvay gave an evening concert at the Shaftesbury Park Lecture Hall, on Tuesday, the 15th ult.",Mr. Duncan Finvay,"['TheMusicalTimes_1876-397.txt_p612', 'TheMusicalTimes_1876-397.txt_p706', 'DwightSJournalOfMusic_1870-021.txt_p202']","['Mr. Duncan Finvay gave an evening concert at the Shaftesbury Park Lecture Hall, on Tuesday, the 15th ult., under the patronage of Capt. Commandant Swindlehurst, and the Officers of the 26th Surrey Rifles. The programme consisted of songs and part-songs by Handel, Mendelssohn, Weber, Sullivan, &c., the vocalists being Mdme. Mora, Miss Florence Clyde, Mdme. Talbot, Miss Maggie Montgomery, Signor Mora, Mr. G. H. Snazelle, Mr. G. I.', 'Box, Wixts.—A very successful. Concert was given by the Choral Society on the 15th ult: The first part consisted of selections from Judas Maccabeus and the Messiah, the choruses being very satisfactorily given. The second part comprised glees, part songs (Mendelssohn), and some well rendered songs. Conductor, Mr.C. Hewlett; pianist, Mr. A. F. Perren.', 'Foturtu Sympuoxy Concert. (Music ° Hall, Thursday afternoon, Dec. 16)... The mightiest of all musical names to conjure by in Boston is Beztnoven. And so the Beethoven programme,—mere chance suggestion from the fact that the 99th anni+ versary of the great composer’s birthday would come the next day after the concert—seems to have raised the highest expectation, and, on the whole, to have realized the greatest amount of pure enjoyment and enthasjasm of any of the Symphony Concerts from the first. The largest audience yet seen filled the Music Hall,—an audience remarkable for culture, taste, and weight of character,—but this time. more remarkable for the deep; unflagging attention and enthusiasm with which it listened for two honrs to musie wholly from one master’s works. What other composer could stand such atest! Yet it was easy to make up a programme out of his works exelusiveJy, and be sure that it would hold and charm all hearers to the end. And that, too, setting aside, byreason of their familiarity, all of the three or. four ‘greatest of the nine Symphonies in the general estimation, though none perhaps could be more lovely than the ore ‘presented : Overture to ‘The Men of Prometheus,”. aeees b Beethoven.']",Finvay,NIL,person,,,0,0,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of Mrs. Wood?,,"Mr. and Mrs. Wood, it seems, are preparing to depart for America.",Mrs. Wood,"['TheHarmonicon_1833-005.txt_p1539', 'TheHarmonicon_1833-005.txt_p587', 'TheHarmonicon_1833-005.txt_p1063']","['and Mrs. Wood, it seems, are preparing to depart for America. How the stage is to repair her loss we cannot guess. If we are to have only foreigners as first vocal women in our English theatres, her place may be filled certainly ; but will the public long endure this? We believe they will, for they are grown apathetic.', 'and Mrs. Wood, it seems, are preparing to depart for America. How the stage is to repair her loss we cannot guess. If we are to have only foreigners as first vocal women in our English theatres, her place may be filled certainly ; but will the public long endure this? We believe they will, for they are grown apathetic.', 'and Mrs. Wood, it seems, are preparing to depart for America. How the stage is to repair her loss we cannot guess. If we are to have only foreigners as first vocal women in our English theatres, her place may be filled certainly ; but will the public long endure this? We believe they will, for they are grown apathetic.']",Wood,NIL,person,,,0,0,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of H. Hagemeyer?,,"on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland.",H. Hagemeyer,"['TheMusicalTimes_1876-402.txt_p391', 'TheMusicalTimes_1873-366.txt_p645', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p213']","['on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland. i ANDMASTER.~—-HERR HAGEMEYER, Bandmaster, 12th Regiment, Cork, Ireland, will be shortly disengaged, the regiment going out to India. He wishes for an APPOINTMENT', 'A Hymn SSISTANT WANTED for Music Warehouse in Scotland. Good character indispensable. Apply to McM., Musical Times Office. ALUSECAS 1 EINES ITC', 'People are apt to quote “ the German school” as authority in these cases. Now, Sir, who and what constitute the German _.school of vocal music ?—~Graun, Haydn, and Mozart, of the elder time, and their masses and operas; Weber, Spohr, and Mayerbeer, and cum multis aliis of the present day. The former were all studious of melody, and if melody be not the property that has VOL. VIII. NO. XX1X.—~1826. _E']",Hagemeyer,NIL,person,Q37007428,Q37007428,1,1,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
bge-large,What is the family name of Dr. Kitchiner?,,"himself, abridged and continued to his death, by Dr. Kitchiner; from which we learn, that _",Dr. Kitchiner,"['TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p213', 'TheMusicalTimes_1876-397.txt_p571', 'TheMusicalTimes_1876-397.txt_p580']","['People are apt to quote “ the German school” as authority in these cases. Now, Sir, who and what constitute the German _.school of vocal music ?—~Graun, Haydn, and Mozart, of the elder time, and their masses and operas; Weber, Spohr, and Mayerbeer, and cum multis aliis of the present day. The former were all studious of melody, and if melody be not the property that has VOL. VIII. NO. XX1X.—~1826. _E', 'C) =. : ee te or CU Se y — Fd wind to se - ver; Shall I leave thee, shall leave thee for some oo — OH Fl Honeoo0o""«-”""”""7«""7-0-7-7-.""1—""—21.0”""-—--”-’N’”’""\'-rnr.’”@— ee]', 'pe p+ ———) Sj LL” S as guest! And when Death’s cold hand hath struck thee, Die, > —_——_#—_—_@—} “<7 eG .. 5 guest ! a when Death’s cold hand _—hath struck — thee, Die -pp.']",Kitchiner,NIL,person,Q112589726,Q112589726,1,1,0,0,NIL,0,0.9021739130434783,0.8469387755102041,0.8736842105263158
