retriever,llm,entity_type,llm_answer,qid_gold_true,linked_qid,sample_precision,sample_recall,sample_f1,TP,FP,FN,approach,approach_display
zero-shot,qwen_qwen-2,NIL,composer; conductor; teacher; music theorist,Q36834;Q158852;Q14915627;Q16031530;Q16145150,Q36834;Q158852;Q37226;Q16031530,0.75,0.6,0.6666666666666665,3,1,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; organist,Q36834;Q486748;Q765778,Q36834;Q765778,1.0,0.6666666666666666,0.8,2,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,adaptor; lyricist,Q49757;Q753110,Q822146,0.0,0.0,0.0,0,1,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; arranger,Q36834;Q158852,Q36834;Q1643514,0.5,0.5,0.5,1,1,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; musician; theorist; conductor; harpsichordist; organist; dancer; writer; teacher; poet; violinist; singer; choreographer; impresario; musicologist; engraver; librarian; actor; painter; architect; nobleman; soldier; sailor; tailor; merchant; lawyer; judge; physician; priest; monk; nun; farmer; blacksmith; carpenter; mason; baker; brewer; vintner; miller; fisherman; hunter; shepherd; stablehand; gardener; valet; servant; coachman; footman; foot-boy; cook; scullion; laundress; seamstress; nurse; midwife; apothecary; barber; surgeon; herbalist; chemist; pharmacist; scientist; astrologer; alchemist; philosopher; scholar; student; tutor; librarian; antiquarian; historian; chronicler; herald; diplomat; politician; administrator; bureaucrat; tax collector; accountant; banker; financier; investor; speculator; banker; mint master; goldsmith; merchant; trader; innkeeper; tavern keeper; innkeeper; tavern keeper; pub owner; tavern keeper; tavern owner; cook; caterer; pastry chef; confectioner;,Q36834;Q765778;Q2490358;Q5371902;Q14915627;Q16031530;Q18931911,,0.0,0.0,0.0,0,0,7,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; teacher; conductor; composer; performer; educator; artist; cultural figure; musical director; ensemble member,Q36834;Q118865;Q12800682;Q14915627;Q16145150;Q97572814,,0.0,0.0,0.0,0,0,6,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; teacher; conductor; composer; performer; arts educator,Q36834;Q16145150,Q639669;Q37226;Q158852;Q36834;Q713200;Q15977927,0.16666666666666666,0.5,0.25,1,5,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; organist,Q36834;Q765778;Q1622272;Q16145150,Q36834;Q765778,1.0,0.5,0.6666666666666666,2,0,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; organist,Q36834;Q486748;Q765778,Q36834;Q765778,1.0,0.6666666666666666,0.8,2,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; pianist; conductor; music educator; virtuoso,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,Q36834;Q486748;Q158852;Q16145150;Q214970,0.8,0.4444444444444444,0.5714285714285714,4,1,5,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; organist; conductor; virtuoso; music teacher; choir director; musicologist; harpsichordist; violinist; pianist,Q36834;Q765778;Q14915627;Q16145150;Q21680663,,0.0,0.0,0.0,0,0,5,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; pianist; organist; music educator; violinist; choir director; musicologist; concertmaster; virtuoso,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,,0.0,0.0,0.0,0,0,9,ZS,ZS
zero-shot,qwen_qwen-2,NIL,nobleman; landowner; patron,Q82955,Q16744001;Q1483709;Q516590,0.0,0.0,0.0,0,3,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; music historian; writer; doctor,Q36180;Q36834;Q201788;Q765778;Q5371902;Q14915627;Q20198542,Q639669;Q20198542;Q36180;Q39631,0.5,0.2857142857142857,0.36363636363636365,2,2,5,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; librettist,Q36834;Q158852,Q36834;Q8178443,0.5,0.5,0.5,1,1,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; pianist; organist; teacher; music director,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,Q36834;Q158852;Q486748;Q765778;Q37226;Q1198887,0.6666666666666666,0.4444444444444444,0.5333333333333333,4,2,5,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; arranger,Q639669;Q1028181,Q36834;Q1643514,0.0,0.0,0.0,0,2,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; pianist; music theorist; pedagogue; opera director,Q36834;Q158852;Q486748;Q855091;Q1350157;Q24067349,Q36834;Q158852;Q486748;Q16031530;Q1231865;Q3029406,0.5,0.5,0.5,3,3,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; pianist; violinist; teacher; music director,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,Q36834;Q158852;Q486748;Q1259917;Q37226;Q1198887,0.5,0.3333333333333333,0.4,3,3,6,ZS,ZS
zero-shot,qwen_qwen-2,NIL,journalist; editor; publisher,Q1930187,Q1930187;Q1607826;Q2516866,0.3333333333333333,1.0,0.5,1,2,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; musician; teacher,Q36834,Q36834;Q639669;Q37226,0.3333333333333333,1.0,0.5,1,2,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; teacher; conductor; pianist; music theorist; music critic; musicologist; pedagogue,Q36834;Q158852;Q14915627;Q16145150;Q18931911;Q19723482,Q36834;Q37226;Q158852;Q486748;Q16031530;Q1350157;Q14915627;Q1231865,0.375,0.5,0.42857142857142855,3,5,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; teacher; pianist,Q36834;Q37226;Q177220;Q486748;Q16145150,Q36834;Q37226;Q486748,1.0,0.6,0.7499999999999999,3,0,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; violinist,Q36834;Q1259917,Q36834;Q1259917,1.0,1.0,1.0,2,0,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; teacher,Q36834;Q639669,Q36834;Q37226,0.5,0.5,0.5,1,1,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; music educator; librettist; conductor; pianist; harpsichordist; organist; violinist; violist; choir director; music theorist; music critic; artistic director; pedagogue,Q36834;Q158852;Q14915627;Q16031530;Q16145150,,0.0,0.0,0.0,0,0,5,ZS,ZS
zero-shot,qwen_qwen-2,NIL,poet; librettist; playwright; singer; musician; teacher; diplomat; administrator,Q36180;Q49757;Q214917;Q250867;Q753110;Q8178443,Q49757;Q8178443;Q214917;Q177220;Q639669;Q37226;Q193391;Q358832,0.375,0.5,0.42857142857142855,3,5,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,poet; psalmist,Q36180;Q49757;Q333634,Q49757,1.0,0.3333333333333333,0.5,1,0,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,poet; librettist; dramatist,Q36180;Q49757;Q214917;Q250867;Q753110;Q8178443,Q49757;Q8178443;Q214917,1.0,0.5,0.6666666666666666,3,0,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,writer; editor; publisher; scholar; historian; critic; journalist; educator; literary figure; cultural commentator,Q36834;Q201788;Q250867;Q486748;Q14915627;Q16031530;Q16145150,,0.0,0.0,0.0,0,0,7,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor,Q36834;Q158852;Q1198887,Q36834;Q158852,1.0,0.6666666666666666,0.8,2,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; librettist; musician; teacher; conductor,Q36834,Q36834;Q8178443;Q639669;Q37226;Q158852,0.2,1.0,0.33333333333333337,1,4,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; composer,Q36834,Q639669;Q36834,0.5,1.0,0.6666666666666666,1,1,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,writer; historian; abbot,Q201788,Q36180;Q201788;Q2063178,0.3333333333333333,1.0,0.5,1,2,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; consort; prince; royal; patron; collector; promoter of science and industry; philanthropist,Q158852;Q177220;Q639669;Q765778;Q1028181,,0.0,0.0,0.0,0,0,5,ZS,ZS
zero-shot,qwen_qwen-2,NIL,actor; comedian; performer,Q177220;Q2865819,Q33999;Q245068;Q713200,0.0,0.0,0.0,0,3,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,Q36834,1.0,0.1111111111111111,0.19999999999999998,1,0,8,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; music educator; organist; choirmaster; violinist; harpsichordist; conductor; virtuoso; music theorist; chapel master,Q36834,,0.0,0.0,0.0,0,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,politician; banker; Member of Parliament; Chancellor of the Exchequer,Q82955,Q82955;Q806798;Q486839,0.3333333333333333,1.0,0.5,1,2,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,poet; librettist; playwright,Q36180;Q49757;Q214917;Q250867;Q753110;Q8178443,Q49757;Q8178443;Q214917,1.0,0.5,0.6666666666666666,3,0,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,translator; adapter; hymnologist; editor,Q36834;Q482980;Q5697103,Q333634;Q61875042;Q52553554;Q1607826,0.0,0.0,0.0,0,4,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,revisor; editor; clergyman; organist; composer,Q36834;Q1076502;Q1278335,Q1607826;Q765778;Q36834,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,artist; teacher; supporter,Q36834;Q1259917;Q2675537;Q3153559,Q483501;Q37226;Q193432,0.0,0.0,0.0,0,3,4,ZS,ZS
zero-shot,qwen_qwen-2,NIL,official; administrator,Q82955,Q599151;Q358832,0.0,0.0,0.0,0,2,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; pianist; music critic; music teacher,Q36834;Q158852;Q486748;Q855091;Q1350157;Q24067349,Q36834;Q158852;Q486748;Q1350157;Q2675537,0.8,0.6666666666666666,0.7272727272727272,4,1,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; music educator,Q36834;Q158852;Q765778;Q16145150,Q36834;Q158852;Q16145150,1.0,0.75,0.8571428571428571,3,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,conductor; principal,Q36834;Q16145150,Q158852;Q7245049,0.0,0.0,0.0,0,2,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; opera producer,Q36834;Q158852;Q177220,Q36834,1.0,0.3333333333333333,0.5,1,0,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; performer,Q36834;Q1259917,Q639669;Q713200,0.0,0.0,0.0,0,2,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; composer; pianist; teacher,Q36834;Q486748;Q1622272;Q14915627;Q16145150;Q21680663,Q639669;Q36834;Q486748;Q37226,0.5,0.3333333333333333,0.4,2,2,4,ZS,ZS
zero-shot,qwen_qwen-2,NIL,atron; music enthusiast,Q36834;Q158852;Q16145150,,0.0,0.0,0.0,0,0,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,philanthropist; nobleman,Q82955;Q10732476;Q14915627,Q12362622;Q16744001,0.0,0.0,0.0,0,2,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,singer; vocalist,Q2865819,Q177220;Q2643890,0.0,0.0,0.0,0,2,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; pianist; music educator,Q36834;Q158852;Q486748;Q1622272;Q16145150,Q36834;Q158852;Q486748;Q16145150,1.0,0.8,0.888888888888889,4,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; virtuoso; violinist; pianist; music teacher; impresario; librettist,Q36834,Q36834;Q158852;Q214970;Q1259917;Q486748;Q2675537;Q3029406;Q8178443,0.125,1.0,0.2222222222222222,1,7,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,"music teacher; singing instructor; opera director;胆固醇管理专员; musicologist; vocal coach

Note: The occupations ""音乐老师; 声乐指导; 歌剧导演; 胆固醇管理专员; 音乐学家; 声乐教练"" seem to be partially in Chinese and may not be accurate in this context. I will revise the answer to be fully in English and more suitable for the context:

Answer: music teacher; vocal coach; singing instructor; opera director; musicologist",Q158852;Q1836630,,0.0,0.0,0.0,0,0,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,singer; teacher; composer; conductor,Q37226;Q39631;Q177220;Q205375;Q1836630;Q2350126;Q2865819,Q177220;Q37226;Q36834;Q158852,0.5,0.2857142857142857,0.36363636363636365,2,2,5,ZS,ZS
zero-shot,qwen_qwen-2,NIL,msic teacuher; sining tegacher; vocal coach,Q36834;Q37226;Q158852;Q16145150,Q2981027,0.0,0.0,0.0,0,1,4,ZS,ZS
zero-shot,qwen_qwen-2,NIL,artist; illustrator; portraitist; draftsman; sketcher,Q82955;Q483501;Q984276;Q1028181,Q483501;Q644687;Q21178131;Q24358464;Q15296811,0.2,0.25,0.22222222222222224,1,4,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; pianist; conductor; music educator,Q36834;Q158852;Q486748;Q1622272;Q16145150,Q36834;Q486748;Q158852;Q16145150,1.0,0.8,0.888888888888889,4,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,artist; performer; musician,Q36834,Q483501;Q713200;Q639669,0.0,0.0,0.0,0,3,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,singer,Q2865819,Q177220,0.0,0.0,0.0,0,1,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; composer; doctor,Q36834;Q765778;Q5371902;Q81759238,Q639669;Q36834;Q39631,0.3333333333333333,0.25,0.28571428571428575,1,2,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; musicologist; doctor,Q36834;Q14915627;Q16031530,Q639669;Q14915627;Q39631,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; pianist; music educator; violinist; organist; harpsichordist; choir director; virtuoso,Q36180;Q36834;Q158852;Q486748;Q765778;Q1028181;Q1622272;Q14915627;Q16145150,,0.0,0.0,0.0,0,0,9,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; pianist,Q36834;Q486748;Q885122,Q36834;Q486748,1.0,0.6666666666666666,0.8,2,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,Sub-Dean; Chaplain,Q36180,Q11827459;Q208762,0.0,0.0,0.0,0,2,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,violinist,Q36834;Q177220;Q899758;Q1259917,Q1259917,1.0,0.25,0.4,1,0,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; pianist; virtuoso,Q36834,Q36834;Q158852;Q486748;Q214970,0.25,1.0,0.4,1,3,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor,Q36834;Q158852;Q177220;Q486748;Q14915627,Q36834;Q158852,1.0,0.4,0.5714285714285715,2,0,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,director; educator; conductor; composer,Q36834;Q158852;Q1198887;Q14915627;Q16031530,Q705996;Q974144;Q158852;Q36834,0.5,0.4,0.4444444444444445,2,2,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,director; educator; conductor; composer; music teacher,Q36834;Q177220;Q765778,Q705996;Q974144;Q158852;Q36834;Q2675537,0.2,0.3333333333333333,0.25,1,4,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; virtuoso; organist; harpsichordist; music educator; choir director; violinist; musicologist,Q36834;Q765778;Q943995;Q1259917;Q1622272;Q5371902;Q21680731,,0.0,0.0,0.0,0,0,7,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; opera composer; musician; conductor; pianist; teacher; organist; choirmaster; musicologist; hymn writer; arranger; librettist; arts administrator; critic; writer; editor; translator; music publisher; theorist; pedagogue; cultural figure; artist; educator; spiritual leader; church musician; liturgical composer; sacred music composer; vocal coach; classical music composer; orchestral composer; chamber music composer; instrumental composer; dramatic composer; symphonist; choral composer; song composer; art song composer; cantor; maestro; maestra; maestro de capilla; chapel master; music director; conductor of opera; theater composer; church organist; sacred musician; liturgist; chorale composer; hymnodist; psalmist; chapel musician; chapel master; church director; church music director; music school founder; cultural icon; cultural influencer; cultural ambassador; cultural heritage; cultural legacy; cultural representative; cultural asset; cultural treasure; cultural resource; cultural emblem; cultural symbol; cultural iconography; cultural identity; cultural artifact; cultural heritage site; cultural landmark; cultural monument; cultural treasure site; cultural feature; cultural element; cultural practice; cultural tradition; cultural value; cultural expression,Q36834;Q765778;Q14915627;Q16145150;Q21680663,,0.0,0.0,0.0,0,0,5,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer,Q36834,Q36834,1.0,1.0,1.0,1,0,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musicologist; collector; scholar,Q36180;Q36834;Q201788;Q765778;Q5371902;Q14915627;Q20198542,Q14915627;Q3243461;Q2248623,0.3333333333333333,0.14285714285714285,0.2,1,2,6,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; harpsichordist; music educator,Q36834,,0.0,0.0,0.0,0,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; pianist; virtuoso; teacher; conductor; music educator,Q36834;Q486748;Q1622272;Q14915627;Q16145150;Q21680663,Q36834;Q486748;Q214970;Q37226;Q158852;Q16145150,0.5,0.5,0.5,3,3,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,violinist; musician,Q36834,Q1259917;Q639669,0.0,0.0,0.0,0,2,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; violinist,Q36834,Q639669;Q1259917,0.0,0.0,0.0,0,2,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,violinist; composer; teacher,Q36834;Q691031;Q1259917,Q1259917;Q36834;Q37226,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; violinist,Q36834;Q1259917,Q639669;Q1259917,0.5,0.5,0.5,1,1,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,ciamusin; violinist,Q36834;Q1259917,Q1259917,1.0,0.5,0.6666666666666666,1,0,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; violinist,Q36834,Q36834;Q1259917,0.5,1.0,0.6666666666666666,1,1,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; pianist; teacher; writer; critic; opera director; musical theorist,Q36834;Q158852;Q486748;Q855091;Q1350157;Q24067349,Q36834;Q158852;Q486748;Q37226;Q36180;Q6430706;Q3029406;Q16031530,0.375,0.5,0.42857142857142855,3,5,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; musician; theorist; organist; harpsichordist; violinist; conductor; teacher; playwright; librettist,Q36834;Q765778;Q2490358;Q5371902;Q14915627;Q16031530;Q18931911,,0.0,0.0,0.0,0,0,7,ZS,ZS
zero-shot,qwen_qwen-2,NIL,"military leader; revolutionary; politician; general; national hero; guerrilla fighter; explorer; farmer; journalist; sailor; Italian unification figure; deputy; exile; philanthropist; author; hunter; soldier; statesman; adventurer; carpenter;渔民; train conductor;/npm; mountaineer; 黄金矿工; 社会改革家; 宪法拥护者; 皮划艇运动员; (Note: the last occupations are not in English and should be disregarded as they are not applicable)

However, sticking to the guideline of providing a semicolon-separated list in English:

military leader; revolutionary; politician; general; national hero; guerrilla fighter; explorer; farmer; journalist; sailor; Italian unification figure; deputy; exile; philanthropist; author; hunter; soldier; statesman; adventurer; carpenter; train conductor; mountaineer; gold miner; social reformer; constitution supporter; canoeist

But for the sake of conciseness and relevance, a more appropriate and accurate answer would be:

military leader; revolutionary; politician; general; national hero; Italian unification figure; deputy; explorer; sailor; journalist; farmer; guerrilla fighter",Q36180;Q47064;Q82955;Q178197;Q1397808;Q18814623,,0.0,0.0,0.0,0,0,6,ZS,ZS
zero-shot,qwen_qwen-2,NIL,singer,Q33999;Q2865819,Q177220,0.0,0.0,0.0,0,1,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,postmaster; telegraph operator,Q36834;Q765778;Q16145150,Q1416611;Q2024200,0.0,0.0,0.0,0,2,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,musician; composer; performer,Q36834,Q639669;Q36834;Q713200,0.3333333333333333,1.0,0.5,1,2,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,theatre manager; impresario,Q943995,Q1776724;Q3029406,0.0,0.0,0.0,0,2,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; pianist; harpist; conductor; music educator,Q36834;Q158852;Q2490358;Q3127709;Q14915627;Q16145150,Q36834;Q486748;Q3127709;Q158852;Q16145150,0.8,0.6666666666666666,0.7272727272727272,4,1,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,clarinetist; musician,Q36834;Q118865,Q118865;Q639669,0.5,0.5,0.5,1,1,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; violinist; conductor; teacher,Q36834;Q158852;Q639669;Q1259917;Q14915627;Q16145150,Q36834;Q1259917;Q158852;Q37226,0.75,0.5,0.6,3,1,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; violinist; pianist; teacher; court musician; chapelmaster; orchestra leader; ensemble director; music theorist; music educator,Q36834;Q158852;Q486748;Q14915627,,0.0,0.0,0.0,0,0,4,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; pianist; conductor; violinist; teacher; music theorist; organist; chamber musician; orchestral musician;Opera Composer; Child Prodigy,Q36834;Q486748;Q639669;Q765778;Q1259917;Q16145150,,0.0,0.0,0.0,0,0,6,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; opera producer,Q36834;Q158852;Q639669;Q1259917;Q14915627;Q16145150,Q36834,1.0,0.16666666666666666,0.2857142857142857,1,0,5,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; violinist; pianist; teacher; kapellmeister; string quartet leader; symphonist; oratorio composer; sonata writer; concerto composer; mass composer; operatic composer; ballet composer; church musician; chamber musician; instrumentalist; music theorist; music publisher; music administrator,Q36834;Q158852;Q486748;Q14915627,,0.0,0.0,0.0,0,0,4,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; pianist; conductor; music educator; virtuoso,Q36834,Q36834;Q486748;Q158852;Q16145150;Q214970,0.2,1.0,0.33333333333333337,1,4,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,singer; opera performer;,Q36834;Q2865819,Q177220,0.0,0.0,0.0,0,1,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,poet; lyricist,Q36180;Q49757;Q609016;Q26237228,Q49757;Q822146,0.5,0.25,0.3333333333333333,1,1,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,publisher; composer,Q36834;Q765778,Q2516866;Q36834,0.5,0.5,0.5,1,1,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; music educator; publisher; virtuoso; harpist,Q36834;Q158852;Q2490358;Q3127709;Q14915627;Q16145150,Q36834;Q158852;Q16145150;Q2516866;Q214970;Q3127709,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,pianist; composer; music teacher,Q36834;Q158852;Q486748;Q1231865;Q1259917;Q1622272;Q14915627;Q16145150;Q18939491,Q486748;Q36834;Q2675537,0.6666666666666666,0.2222222222222222,0.3333333333333333,2,1,7,ZS,ZS
zero-shot,qwen_qwen-2,NIL,actor; comedian; performer,Q639669,Q33999;Q245068;Q713200,0.0,0.0,0.0,0,3,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; musician; teacher; clergyman; organist; choirmaster; oratorio performer; oratorio conductor; music educator,Q36834;Q158852;Q765778;Q81759238,,0.0,0.0,0.0,0,0,4,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; opera composer; musician,Q36834,Q36834;Q21680731;Q639669,0.3333333333333333,1.0,0.5,1,2,0,ZS,ZS
zero-shot,qwen_qwen-2,NIL,singer; virtuoso,Q2865819,Q177220;Q214970,0.0,0.0,0.0,0,2,1,ZS,ZS
zero-shot,qwen_qwen-2,NIL,singer; opera performer; musician,Q2643890;Q2865819,Q177220;Q639669,0.0,0.0,0.0,0,2,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,artist; writer; poet; illustrator; ethnographer; cultural commentator,Q36180;Q49757;Q182436;Q8178443,Q483501;Q36180;Q49757;Q644687;Q12347522,0.4,0.5,0.4444444444444445,2,3,2,ZS,ZS
zero-shot,qwen_qwen-2,NIL,founder; organizer,Q36180;Q808967;Q20669622,Q4479442;Q1419997,0.0,0.0,0.0,0,2,3,ZS,ZS
zero-shot,qwen_qwen-2,NIL,composer; conductor; harpsichordist; violinist; music educator; musicologist,Q36834;Q765778;Q943995;Q1259917;Q1622272;Q5371902;Q21680731,Q36834;Q158852;Q5371902;Q1259917;Q16145150;Q14915627,0.5,0.42857142857142855,0.4615384615384615,3,3,4,ZS,ZS
