retriever,question,gold_answer,document,span,retrieved_context_ids,retrieved_context_texts,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,match,TP,FP,FN,entity_type,TN,precision,recall,f1
bge-large,What is the family name of Cherubini?,,"The programme contained selections from the works of Bach, Handel, Mendelssohn, Cherubini, and Lefébure - Wély.",Cherubini,"['TheQuarterlyMusicalMagazineAndReview_1828-037.txt_p477', 'DwightSJournalOfMusic_1873-016.txt_p189', 'TheQuarterlyMusicalMagazineAndReview_1828-037.txt_p611']","['Selection from Jephtha. . Handel.', ""Tf is'at once an artist and a family Geaclschaft, Al of the Wieck and Schumann representatives are th: re, who chance fo beat hand. But the Amphytrien is our hero of the violin. who would insist upon the mountain's coming to Mahomet. We are a dozen all-told. Three generations of that musical family of Dresden represented. A"", '_ Quartet and Chorus.. Then rourfd. (Samson) Handel.']",Cherubini,Q20721,person,Q37104786,,0,0,0,1,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Lefébure - Wély?,,"The programme contained selections from the works of Bach, Handel, Mendelssohn, Cherubini, and Lefébure - Wély.",Lefébure - Wély,"['TheQuarterlyMusicalMagazineAndReview_1828-037.txt_p477', 'TheQuarterlyMusicalMagazineAndReview_1828-037.txt_p532', 'DwightSJournalOfMusic_1873-016.txt_p189']","['Selection from Jephtha. . Handel.', 'Pastoral Symphony. . Recit. There were shepherds. (Messiah.) |. — - Handel.', ""Tf is'at once an artist and a family Geaclschaft, Al of the Wieck and Schumann representatives are th: re, who chance fo beat hand. But the Amphytrien is our hero of the violin. who would insist upon the mountain's coming to Mahomet. We are a dozen all-told. Three generations of that musical family of Dresden represented. A""]",Lefébure-Wély,Q546919,person,,,0,0,0,0,QID,1,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Mr. Mocre?,,"Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.",Mr. Mocre,"['TheQuarterlyMusicalMagazineAndReview_1824-022.txt_p777', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p109', 'TheMusicalWorld_1843-038.txt_p179']","['Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop. It is light and lively, but better calculated for a dramatic purpose than for amateurs.', 'tis called “song,” but might be a duet, as Capell conjectures, but by thesubsequent marginal direction “AJ” it is more likely to have been achorus. Sir John has made it aduet. The manner in which he_ uses these marginal directions, “‘ Reply’’ and. ‘‘ All,” is the curious part of the story. The first word he has introduced in the shape of a demand, and makes one voice utter “Reply, reply, reply,” in such a form, according to the supposition of Capell.', 'A very pretty polonaise, arranged ably and effectively for the pianoforte. Who might have been Askoldort we are at a loss to say, but his abilities, as a poet, may be tested by the following striking couplet, which acts as motto to the polonaise before us :— Komckou uzr onepsi Ackomgoba Mouina.']",Mocre,Q315346,person,Q10588869,,0,0,0,1,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Mr. Bishop?,,"Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop.",Mr. Bishop,"['TheQuarterlyMusicalMagazineAndReview_1824-022.txt_p777', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p471', 'TheQuarterlyMusicalMagazineAndReview_1824-022.txt_p99']","['Mr. Mocre is the adaptor of words to this composition, which is a tirana, arranged by Mr. Bishop. It is light and lively, but better calculated for a dramatic purpose than for amateurs.', 'The sy mphony and accompaniment prove how perfectly and how purely: Mr. Bishop catches the essence of the air. His tact has always appeared to us consummate in this respect, though probably his fancy and genius are chastened if not assisted by the poet himself. Ifsuch however be the case, it lessens in no degree the merit—it demonstrates how fine spirits can assimilate and blend. | The French air is hardly so simple or so sweet as its companions, but it has the other properties that bring them home to the heart.', 'cosi lasciarmi. But 1 think I may match Bishop for popularity with Rossini, and for a popularity too that is drawn from beauty of melody and clearness and simplicity, which are the constituents of our national musical predilections, and to which the composer: must, toa certain degree, conform. Of the immense bulk of music both have written, but very few things live beyond the run of the. piece. The following are of this. description. More on both sides might be enumerated, but these will suffice.to shew that the one could probably be cited as often as the other, or nearly SO.']",Bishop,Q1200639,person,Q1158188,Q1158188,1,1,0,0,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Rameau?,,"Rameau was in despair, and thought to renounce the theatre.",Rameau,"['TheMusicalWorld_1843-038.txt_p46', 'TheMusicalWorld_1843-038.txt_p41', 'TheMusicalWorld_1843-038.txt_p37']","['Rameau was in despair, and thought to renounce the theatre. But the public recovered from their prejudice, aad although the success of Hippolyte and Arcie has never eyualled its merit, it was enough to shew the mnsician how wrong he would be to abandon an object half gained.', 'At the next service, instead of the beautiful harmonies to which they were uccustomed, nothing was heard but a confusion of indistinct sounds, in fact, an assemblage of the most discordant notes, and a melange of squeaking and msupportable noises. The organist’s intention was apparent, and it was supposed this folly could not last long ; but a month passed, and still this frightful uproar continued. At last a great and solemn Jéte was about to be celebrated, at which it was desirable to avoid the public scandal which these musical horrors would necessarily produce. Rameau was sent for by the bishop, who, in spite of all his efforts, could obtain nothing from the restive organist, but on condition that he rescinded his engagement. From that moment Rameau brought into play his wonted skill, and on the /éte day he played with such perfection, that the regret for his loss became more lively than ever, but the contract was annihilated, and the eagle spread his wings to fly and seek the star which was the object of his most ardent desires. Scarcely had Rameau arrived ia Paris (where he soon made himself known, both by his Treatise on Harmony, and his Pieces for the Harpsichord), when he obtained the situation of organist at the church of Sainte Croix de la Bretonnerie. He had had some little pieces performed at the Theatre de la foire, but these were not very well received, and he did not gain what his ambition desired ; this was to produce a work for the Academie royale de Musique.', 'Jean Philippe Rameau was born at Dijon in 1683. He received his first lessons in music from his parents, who were distinguished amateurs; but soon the art which they had intended as a mere diversion for him became his reigning passion. In vain did his father wish him to take degrees at the college. of Dijon; thanks to his mania for music, with which he tormented the professors and his fellow students, he was expelled from college, and gave himself up with ardour to the study of the harpsichord, the organ, and violin, searching every where to obtain lessons in composition, but finding no one capable of giving him assistance.']",Rameau,Q1145,person,Q24529820,Q24529820,1,1,0,0,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of H. Lazarus?,,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",H. Lazarus,"['TheMusicalTimes_1876-402.txt_p484', 'TheMusicalTimes_1876-402.txt_p498', 'TheMusicalTimes_1876-402.txt_p191']","['Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, John Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus. D., Cantab., C. Steggall, Mus. D., Cantab., and the Principal.', 'Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus.', 'Mr. H. ASHTON Mr. F. H. COZENS']",Lazarus,Q5724751,person,Q26775128,Q26775128,1,1,0,0,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of J. Thomas?,,"F. J. Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal.",J. Thomas,"['TheMusicalTimes_1876-402.txt_p484', 'TheMusicalTimes_1876-402.txt_p498', 'TheQuarterlyMusicalMagazineAndReview_1826-029.txt_p109']","['Amor, H. Lazarus, Walter Pettit, F. Ralph, P. Sainton, John Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus. D., Cantab., C. Steggall, Mus. D., Cantab., and the Principal.', 'Lazarus, Walter Pettit, F. Ralph, P. Sainton, J. Thomas, A. White, and the Principal. Organ: Sir J. Goss, Mus.', 'tis called “song,” but might be a duet, as Capell conjectures, but by thesubsequent marginal direction “AJ” it is more likely to have been achorus. Sir John has made it aduet. The manner in which he_ uses these marginal directions, “‘ Reply’’ and. ‘‘ All,” is the curious part of the story. The first word he has introduced in the shape of a demand, and makes one voice utter “Reply, reply, reply,” in such a form, according to the supposition of Capell.']",Thomas,Q1701921,person,Q1413324,Q1413324,1,1,0,0,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Batiste?,,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Batiste,"['TheMusicalTimes_1876-402.txt_p974', 'TheMusicalTimes_1875-388.txt_p444', 'DwightSJournalOfMusic_1868-012.txt_p224']","['Andantino, D major ... ase one .. Batiste.', 'Andanie. —= §§ 2 Yst ee, , 9S —<— o - od TREBLE. it is ta —_ ——— VF or FF', 'Overture to “Das Heimkehr,?. Mendelssohn, : __ Overtyre to “Les Francs Juges, » Berlioz.']",Batiste,Q274231,person,Q16479456,Q16479456,1,1,0,0,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Lefébure - Wély?,,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Lefébure - Wély,"['TheMusicalTimes_1875-388.txt_p444', 'TheMusicalTimes_1876-397.txt_p687', 'DwightSJournalOfMusic_1868-012.txt_p224']","['Andanie. —= §§ 2 Yst ee, , 9S —<— o - od TREBLE. it is ta —_ ——— VF or FF', 'Si1r,—The review of Dr. Stainer’s ‘“‘ Harmony” in the February number of the “‘ Musical Times,” seems to represent that work as teaching harmony on a system so much more sensible and comprehensible than any other work that has ever come under our notice, that I venture to ask a question with respect to a chord which I have pointed out to several teachers of music, asking for an explanation of it, and have never yet met with one satisfactory. I should therefore be glad to know whether Dr. Stainer’s system accounts satisfactorily for such a chord, and by what name he would describe it. ; It occurs in Gounod’s Faust, Page 7 (Royal Edition), ist bar of the Andante Maestoso; thus If you will kindly inform one in the next number of the ‘“* Musical Times” how to name this curious offspring of* Gounod’s brain you will greatly oblige, Yours truly, A PUZZLED TYRO IN HARMONY.', 'Overture to “Das Heimkehr,?. Mendelssohn, : __ Overtyre to “Les Francs Juges, » Berlioz.']",Lefébure-Wély,Q546919,person,,,0,0,0,0,QID,1,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Mendelssohn?,,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Mendelssohn,"['DwightSJournalOfMusic_1868-012.txt_p224', 'TheMusicalTimes_1876-402.txt_p1098', 'TheMusicalTimes_1873-366.txt_p849']","['Overture to “Das Heimkehr,?. Mendelssohn, : __ Overtyre to “Les Francs Juges, » Berlioz.', 'MENDELSSOHN’S', 'MENDELSSOHN’S']",Mendelssohn,Q46096,person,Q41783627;Q47513887,Q41783627,0,1,0,0,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Gounod?,,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Gounod,"['DwightSJournalOfMusic_1868-012.txt_p224', 'TheMusicalTimes_1876-397.txt_p687', 'TheMusicalTimes_1876-402.txt_p965']","['Overture to “Das Heimkehr,?. Mendelssohn, : __ Overtyre to “Les Francs Juges, » Berlioz.', 'Si1r,—The review of Dr. Stainer’s ‘“‘ Harmony” in the February number of the “‘ Musical Times,” seems to represent that work as teaching harmony on a system so much more sensible and comprehensible than any other work that has ever come under our notice, that I venture to ask a question with respect to a chord which I have pointed out to several teachers of music, asking for an explanation of it, and have never yet met with one satisfactory. I should therefore be glad to know whether Dr. Stainer’s system accounts satisfactorily for such a chord, and by what name he would describe it. ; It occurs in Gounod’s Faust, Page 7 (Royal Edition), ist bar of the Andante Maestoso; thus If you will kindly inform one in the next number of the ‘“* Musical Times” how to name this curious offspring of* Gounod’s brain you will greatly oblige, Yours truly, A PUZZLED TYRO IN HARMONY.', 'No.1. MARCHE CORTEGE From Cu. Gounop’s “Irene” “ Reine de Saba”) ... ase ane ave on ane 2.0 SALUTARIS. (Cu. Gounod) ... 9.1. tee tee 3. GAVOTTE in D. (Rameau) one »London: Metzler and Co., 37, Great Marlborough-street, W.']",Gounod,Q180278,person,Q105681558,Q105681558,1,1,0,0,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Mendelssohn?,,"There were aymptoms of weariness, to be sute, in some of the high tenors in the last piece, that noble double chorus from Mendelssohn's “Oedipus,’ and",Mendelssohn,"['TheMusicalTimes_1873-366.txt_p349', 'TheQuarterlyMusicalMagazineAndReview_1828-037.txt_p651', 'DwightSJournalOfMusic_1870-021.txt_p227']","[""Hg musical composers, at all events, he is the ost-intimately known. From early boyhood to the fhis lamented death Mendelssohn's career has rown upon it a light fiercer than that “which ‘upon a throne.” Thanks to his family and mds; and to those who, knowing him less have oud to show that. they knew him at all, we familiar with his sayings and doings in private public. It is our own fault if we do not know ssohn, both as. an artist and as a man, in all timate and varied relationships with the world."", 'Chorus. thou. —_ | To Solo and Quartet. In my distress. . Marcello.', ""To the , Editor of the World: 0: Sir Allow mé to make.a few remarks .in refer{- ance to your kind and detailed report. of the ‘last per- formance of “Judas Maccabwus” ‘by. the Harmonic: Society. While you give me credit for the-scientific knowledge which a conductor mast possess in order ‘to carry out atcorrect performance -of Handel’s orato-— ries, you seem to think me wanting in the enthusiasm snecessary to inspire a chorus and orchestra. This remark was in'a certain sense novel ‘to me: a8,’ 80 ‘far in-my. public -career, friends have been rather in Ti D, and his: Ninth Synphony: clined to. tax: me with an. unnéressary excess “of enthusiasm.""]",Mendelssohn,Q46096,person,Q41783627;Q47513887,Q41783627,0,1,0,0,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
bge-large,What is the family name of Earl of Cawdor?,,"Under the Direction of the Earl of Cawdor, Wednesday, April 24, 1833.",Earl of Cawdor,"['TheHarmonicon_1833-005.txt_p393', 'TheHarmonicon_1833-005.txt_p869', 'TheHarmonicon_1833-005.txt_p1345']","['Chorus, ‘ Cum Sancto Spiritu.’ SIXTH CONCERT, Under the Direction of the Earl of Cawdor, Wednesday, April 24, 1833.', 'Chorus, ‘ Cum Sancto Spiritu.’ SIXTH CONCERT, Under the Direction of the Earl of Cawdor, Wednesday, April 24, 1833.', 'Chorus, ‘ Cum Sancto Spiritu.’ SIXTH CONCERT, Under the Direction of the Earl of Cawdor, Wednesday, April 24, 1833.']",Cawdor,Q6224952,person,Q2665383,,0,0,0,1,QID,0,0.9012875536480687,0.8490566037735849,0.8743927827897293
