Model,Retriever,CoC,DoB,FName,GName,Occ,Gender
Phi-3,Inst,0.2691823899371069,0.44152249134948096,0.804812834224599,0.3514328808446455,0.717117117117117,0.9398584905660378
Phi-3,Contr,0.28267667292057536,0.45479082321187586,0.8142186452045608,0.3501886792452831,0.7544910179640718,0.9299587992937023
Phi-3,GTR-X,0.271356783919598,0.4654696132596685,0.8168449197860963,0.3539156626506024,0.7434052757793765,0.9464390818128311
Phi-3,GTR-L,0.2744360902255639,0.45037645448323066,0.8120401337792642,0.3492537313432835,0.7311827956989247,0.9415239220318959
Qwen,Boyer-M,0.43470149253731344,0.36141304347826086,0.8080000000000002,0.43730569948186526,0.24825662482566246,0.9853826311263972
Qwen,-,0.33522369250157524,0.5799492385786802,0.8240802675585285,0.2557924003707136,0.6855345911949685,0.9740259740259741
Qwen,BGE,0.346417445482866,0.5539215686274509,0.8323313293253173,0.4287974683544304,0.7255756067205973,0.9830508474576272
Qwen,BM25,0.33727442439327937,0.577639751552795,0.8325550366911274,0.43155452436194897,0.6968944099378882,0.9848308051341891
Qwen,Inst,0.3443543356207111,0.5842696629213483,0.8281353682813537,0.43406179351921625,0.7043478260869566,0.9865575686732906
Qwen,Contr,0.34225264467952704,0.5949288806431663,0.8327781479013989,0.4364207221350078,0.7163076923076923,0.9836065573770492
Qwen,GTR-X,0.360450563204005,0.5594739988045427,0.8339973439575034,0.46037735849056605,0.71571072319202,0.9883313885647608
Qwen,GTR-L,0.3579863269111249,0.5755127408328153,0.8286852589641435,0.44242424242424244,0.7235621521335807,0.9848130841121495
