Model,Retriever,CoC,DoB,FName,GName,Occ,Gender
LLAMA,BGE,0.20408163265306123,0.05042016806722689,0.8842105263157894,0.6065573770491803,0.7559808612440191,0.9245283018867925
LLAMA,BM25,0.19289340101522842,0.03389830508474577,0.8795811518324608,0.5833333333333335,0.7149758454106281,0.9295774647887323
LLAMA,Inst,0.2142857142857143,0.06956521739130435,0.8723404255319148,0.5785123966942148,0.7511737089201878,0.9295774647887323
LLAMA,Contr,0.19289340101522842,0.052631578947368425,0.8783068783068784,0.5853658536585366,0.7428571428571429,0.9295774647887323
LLAMA,GTR-X,0.20408163265306123,0.03448275862068966,0.8736842105263158,0.5833333333333335,0.7109004739336493,0.9295774647887323
LLAMA,GTR-L,0.20304568527918782,0.06722689075630252,0.8677248677248677,0.5785123966942148,0.7452830188679245,0.9295774647887323
Mixtral,Boyer-M,0.2380952380952381,0.14814814814814817,0.8700564971751413,0.5981308411214953,0.4,0.8361581920903954
Mixtral,-,0.16666666666666663,0.15384615384615383,0.8160919540229886,0.5274725274725274,0.5730337078651686,0.3252032520325203
Mixtral,BGE,0.16822429906542055,0.1111111111111111,0.822857142857143,0.5567010309278351,0.6082474226804124,0.5479452054794521
Mixtral,BM25,0.10526315789473682,0.1111111111111111,0.824858757062147,0.5360824742268041,0.5948717948717949,0.5906040268456376
Mixtral,Inst,0.13725490196078433,0.10526315789473684,0.7999999999999999,0.5833333333333334,0.6153846153846153,0.6052631578947368
Mixtral,Contr,0.08333333333333333,0.0,0.824858757062147,0.5773195876288659,0.6113989637305699,0.6666666666666667
Mixtral,GTR-X,0.17307692307692307,0.0,0.7906976744186046,0.5714285714285715,0.5591397849462365,0.5906040268456376
Mixtral,GTR-L,0.17647058823529413,0.1111111111111111,0.8181818181818182,0.5833333333333334,0.5425531914893618,0.631578947368421
Phi-3,Boyer-M,0.2541436464088398,0.031746031746031744,0.8524590163934426,0.5263157894736842,0.5066666666666667,0.916256157635468
Phi-3,-,0.29299363057324845,0.06896551724137931,0.8842105263157894,0.29729729729729726,0.3483870967741935,0.826530612244898
Phi-3,BGE,0.29319371727748694,0.04,0.84375,0.5641025641025641,0.5436893203883496,0.8773584905660378
Phi-3,BM25,0.29319371727748694,0.08,0.8631578947368421,0.5811965811965812,0.49289099526066354,0.9056603773584906
Phi-3,Inst,0.3478260869565218,0.0909090909090909,0.8808290155440415,0.5789473684210527,0.4857142857142857,0.8612440191387559
Phi-3,Contr,0.28865979381443296,0.03773584905660377,0.8783068783068784,0.543859649122807,0.5308056872037915,0.8962264150943395
Phi-3,GTR-X,0.30612244897959184,0.04081632653061224,0.8829787234042554,0.5614035087719298,0.5,0.8899521531100479
Phi-3,GTR-L,0.30612244897959184,0.07692307692307693,0.84375,0.5862068965517242,0.5454545454545454,0.8792270531400966
Qwen,Boyer-M,0.20212765957446807,0.04761904761904763,0.861878453038674,0.6034482758620691,0.4666666666666667,0.9207920792079208
Qwen,-,0.23204419889502764,0.05128205128205128,0.8842105263157894,0.6732673267326733,0.5257731958762887,0.8888888888888888
Qwen,BGE,0.18461538461538463,0.04938271604938271,0.8736842105263158,0.6542056074766356,0.6,0.9186602870813396
Qwen,BM25,0.2233502538071066,0.04819277108433735,0.8631578947368421,0.6792452830188679,0.6161137440758294,0.9238095238095239
Qwen,Inst,0.21538461538461537,0.06976744186046512,0.8631578947368421,0.6538461538461539,0.638095238095238,0.919431279620853
Qwen,Contr,0.2233502538071066,0.06451612903225806,0.8795811518324608,0.6538461538461539,0.6161137440758294,0.919431279620853
Qwen,GTR-X,0.20202020202020202,0.10526315789473684,0.8631578947368421,0.6476190476190476,0.6320754716981132,0.9245283018867925
Qwen,GTR-L,0.2131979695431472,0.06896551724137932,0.875,0.607142857142857,0.6280193236714976,0.909952606635071
